id	bloque (no traducir)	titulo	cuerpo	enlace
41	Democracia Económica	IOPen demokratizazioa	"IOPak kontrol politikotik askatuko ditugu, eta ikerketaren auto-kudeaketa eta epe luzerako proiekzioa sustatuko ditugu.

IOPen demokratizazio sakona proposatuko dugu, haien kudeaketa eta ikerketa autonomia indartzeko.

IOPen estatutuak erreformatuko ditugu, eta erakunde bakoitzari egokitutako hainbat urtetako plan estrategikoak jarriko ditugu abian. Demokratizazio instituzionaleranzko trantsizioan, ezinbestekoa izango da erantzukizunak bere gain hartzea eta kontuak hartzea.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/41.html
42	Democracia Económica	Unibertsitate eta ikerketa erakundeetan kontratazioetan eta kudeaketan gardentasuna defendatzeko behatoki bat sortu	"Gardentasun faltarekin bukatzea da helburua, eta, behatoki bat sortuko dugu. Izan ere, gardentasun falta handia dago bereziki ikerketa eta unibertsitate erakundeetako hautatze eta kontratazio prozesuetan. Behatokiak ikerketa eta unibertsitate erakundeetako hautatze eta kontratazio prozesuetan gardentasuna bermatu beharko du.

Gainera, behatokiak erakunde horien egiturazko arazoak konpontzea izango du helburu. Izan ere, irakaskuntzan eta ikerketan aritzeko arbitrariotasun eta bidegabekeria handiak daude; esate baterako, langileen lan baldintza eskasak.

Etorkizunean, behatokia ebaluazio 

agentzia baten parte izango da, eta ikerketa arloko erakunde publikoen eta unibertsitateen prozesuetan eta organoetan sortzen diren gardentasun gabezien aurrean alarma sistema moduan jokatuko du. Gainera, herritarrei irekia egongo da, eta ikerketa sisteman sortutako gardentasun eta berdintasun arazoei buruzko kexak jasoko ditu.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/42.html
43	Democracia Económica	Ikerketa eta irakaskuntza moldagarriak eta autonomoak	"Irakasleak eta ikertzaileak ebaluatzeko sistema publikoa hobetzea bultzatuko dugu, ikerketa eta hezkuntza maila guztietan berrikuntza eta autonomia bultzatzea berma dezan.

Estatuak zuzenean karguak emateko edo kargutik botatzeko dagoen egitura zahar piramidala aldatuko dugu, eta meritokrazian oinarritutako gobernu sistema ezarriko dugu. Horrenbestez, kudeaketaren arduradunek kontuak eman beharko dituzte Parlamentuan, kudeatutako kolektiboen aurrean eta gizartearen aurrean.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/43.html
44	Democracia Económica	Zerga iruzurraren aurkako plan integrala	"Zerga iruzurraren aurkako plan integrala jarriko dugu abian. Planak ezaugarri nagusi hauek izango ditu:

-  Zerga Administrazioko Estatu Agentziarako (ZAEA) oinarrizko estatutu bat garatzea, honako hauek ziurtatzeko: autonomoa izango dela, zuzendaritza profesional eta objektiboa izango dituela, erakundea ez dela erabiliko alderdikeriaz, eta plan estrategiko eraginkorrak diseinatzeko betebeharra izango duela. Parlamentuak ZAEAko zuzendaria izendatuko du.

-  Ogasun administrazioen arteko lankidetza sustatzea, eta, horretarako, hau ziurtatu beharko da: denak sarean egotea, datu base integratuen bidez informazioa eskuragarri izatea, eta estrategia eta helburu komunak finkatzea.

-  Urteko zerga lege bat eta zerga iruzurraren aurkako neurriak ateratzea, arau horretan, kontratuaren (ZAEAren bost urteko programa) aplikaziotik datozen legeko aldaketak jaso ahal izateko. Legea eztabaidatu eta Parlamentuak ZAEAren kudeaketaren urteko kontrola egin ondoren —autonomia erkidegoetako ogasun erakundeen partaidetzarekin—, onartu egingo da.

-  Enplegu publikoaren eskaintza egitea, eta ZAEAko lanpostu kopurua handitzea; betiere, kontuan hartuta zer aukera logistiko eta ze premia profesional dauden.

-  Zerga iruzurraren aurkako adituen batzordea eratzea, hainbat jardueraren aurkako proposamenak egiteko: iruzurren aurkakoak, dirua atzerriratzearen aurkakoak eta etekinen lekualdatzearen aukakoak.

-  Paradisu fiskalen aurkako neurriak onartzea. Besteak beste, honako hauek hartuko ditugu aintzat: paradisu fiskaletako banketxeetako kontuen jabeak ezagutzeko neurriak, finantza gardentasunarekin lotutako neurriak, gainbegiratze eta kontrol neurriak, eta neurri zigortzaileak. Neurri horiek bereziki talde multinazionalen aurka aritzeko garatuko dira.

-  Zerga pantailak kentzea. Sicav-en, socimi-en, arrisku kapitalen erakundeen eta Atzerriko Baloreen Edukitze Elkarteen (ETVE) fiskalitatea berrikusiko dugu, inbertsio produktiboa eta berdintasun fiskala zaintzeko. Hitzarmenak ere berrikusi egingo dira, zergak bitan ez ordaintzeko eta zergak ez ordaintzeko aukerarik ez emateko.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/44.html
45	Democracia Económica	Zergak ez ordaintzearekin itotako delituen preskripzioa hamar urtera igotzea	"Zerga iruzurra 50.000 eurotik gorakoa bada, delitua izango da. 50.000 euroko kopurua jaitsi eta homogeneizatuko dugu objektibotasunez zerga delitua izateko Europar Batasunaren aurrekontuei edo Gizarte Segurantzari iruzur egiten zaionean. Horretarako, delituaren preskripzioa 10 urtekoa izango da, eta gaur egun 120.000 eurotik gorako kopuruei dagokien zigorra jarriko diegu.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/45.html
46	Democracia Económica	PFEZren erreforma	"Pertsona Fisikoen Errentaren gaineko Zerga (PFEZ) aldatuko dugu, eta urtean 60.000 eurotik gorako errentetan tasa kopuruak eta atalak aldatuko ditugu.

-  60.000 eurotik aurrera, PFEZren atal gehiago jarriko ditugu, eta atal bakoitzaren zerga tasa modu progresiboan handituko dugu oraingo %45etik %55era 300.000 eurotik gorako errentetarako.

-  Kenkari atzerakoienak kenduko ditugu; izan ere, kenkari horietatik pertsona gutxik ateratzen dute onura, eta, batez ere, errentaren altuenetan kokaturik daudenak izaten dute onura. Nolanahi ere, onura fiskalen lehentasuna gizabanakoen eta familien bizi baldintzak babestea izango da.

-  Pixkanaka, laneko eta aurrezkietako errenten arteko tarifaren bikoiztasuna eta aurrezkietakoaren progresibitate falta zuzenduko ditugu, eta tarifa bakar baterantz joko dugu. Egungo egoerak desberdintasun horizontala eta bertikala sortzen ditu.

-Jarduera ekonomikoen estimazio objektiboaren erregimena kenduko dugu; izan ere, alde batetik, iruzur egiteko eta etekinak tokiz toki aldatzeko aukerak ematen dituelako, eta, bestetik, desberdintasun justifikaezinak sortzen dituelako. Zerga sistema horrek ez dauka zentzurik, enpresa guztiek, baita txikienek ere, kontabilitate erregistroak eramateko gai baitira.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/46.html
47	Democracia Económica	Ondarearen gaineko zergan eta ondorengotzen eta dohaintzen gaineko zergan karga efektiboa berreskuratu	"Ondarearen gaineko zergan eta ondorengotzen eta dohaintzen gaineko zergan karga efektiboa berreskuratuko dugu. Bigarren zergak errenta maila handiko taldeetan eragingo du.

Bi zergak arautzeko dauden legedia bateratuko dugu autonomia erkidegoekin, eta biak ala biak estatu osoan ezarriko ditugu, berdintasuna eta iruzurraren aurkako borroka bermatzeko. Gainera, hobaririk emango ez duen zerga ordainketa bat ezarriko da.

Ondarearen gaineko zerga ordaintzetik salbuesteko gutxienekoa 400.000 euro garbitara beheratuko dugu, orokorrean aplikatutako 700.000 euroko mugaren ordez, eta indarrean dauden kenkariak eta laguntzak berrikusiko ditugu. Lehenengo etxebizitzak salbuetsita egongo dira 300.000 euro baino gutxiagoko balioa badute.

Autonomia erkidego guztiekin koordinatuta, ondorengotzaren eta dohaintzaren gaineko zergari lotutako hobariak kenduko ditugu; izan ere, praktikan, errenta altuko pertsonei zerga asko murriztu diete. Hasteko, oinordekoek aldez aurretik zuten ondarea zenbatekoa zen aztertuko dugu, hori erabiltzen baita zerga zenbatekoa izango den zehazteko. Hartara, ziurtatu nahi dugu pobrezian egoteagatik ez uko egin behar izatea ondorengotzari.

Sicav-ak kendu egingo ditugu: sicav-en gaineko zerga egoera arautuko dugu, aurrerantzean orain ez bezala dirutza handiak dituztenek sicav-ak ez ditzaten erabili zergak ez ordaintzeko. Horretarako, sicav-etako benetako bazkideak zenbat eta nor diren kontrolatuko dugu, eta pilatutako gainbalioei gehieneko epea ezarriko diegu, baita inbertitzaile bakoitzaren gehieneko partaidetza zein izango den ere. Gainera, inbertitzaile bakoitzaren gehieneko ekarpena zenbateko izango den ere zehaztuko dugu. Halaber, ZAEAri ahalmena emango diogu baldintza horiek betetzen direla ziurtatzeko, eta sektorean antzematen diren iruzur egoerak kontrolatzeko plan berezi bat prestatuko dugu. ZAEAk baldintza horiek betetzen ez direla egiaztatzen badu (hau da, sicav hori ez bada inbertsio kolektiboa duen erakundea), sozietateen gaineko zerga ezarriko diote.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/47.html
48	Democracia Económica	Sozietateen gaineko zerga sinplea eta gardenagoa	"Sozietateen gaineko zerga sakon aldatuko dugu, eta nazioarteko beste zergekin parekatuko dugu, sinplea eta gardena izateko eta tasa nominaletatik hurbil egoteko. Gainera, enpresaren tamainaren eta jarduera epearen araberako desberdintasunak aintzat hartuko ditugu, gaur egun ez bezala.

-  Accis Zuzendaritza proiektua bultzatuko dugu, talde multinazionalen zerga oinarria zenbatekoa den jakiteko eta enpresen jarduera eremuen arabera herrialdez herrialde salmentak, kapitala eta soldata kopurua zein diren jakiteko. Helburua da transferentzia prezioengatik ematen diren zerga galerak murriztea.

-  Zerga pribilejioak eta kenkari gehienak kenduko ditugu. Horretarako, faktore garrantzitsuenak hartuko ditugu kontuan, adibidez, transferentzia prezioak edota finantza gastuen kenkaria. Etorkizunean onura fiskalak ere izango dira, baina zuzenean justifikaturik egon beharko dira, produktibitate eta enplegu sorreran duten eraginagatik.

-  Enpresa handiei gutxieneko zerga bat ezarriko zaie, zerga mota honekin diru gehiago biltzeko eta diru sarrerak denbora luzean egonkortzeko.

-  Tasak ezarriko ditugu etekinen erabileraren arabera: tasa arrunta akzionistei emandako etekinetarako (%30), eta tasa txikiago bat enpresaren produkzio sisteman inbertitutako etekinetarako (%25), bereziki ekipamenduak berritzeko eta I+G+b-rekin lotutako jarduerak bultzatzeko. Inbertsio hori Administrazioak eta langileen ordezkariek egiaztatu beharko dute.

-  Sozietateei zerga iruzurra egiteko aukera kenduko diegu, baita atzerrian lortutako etekinengatik zerga gutxiago ordaintzekoa edota errenta partikularrak bideratzekoa ere.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/48.html
49	Democracia Económica	Zeharkako zergak aldatu, BEZ batez ere	"Zeharkako zergak aldatuko ditugu, Balio Erantsiaren gaineko Zerga (BEZ) batez ere, gizarte ongizatea hobetzeko. Zergaren bidez bildutako diru kopuruari eutsiz, birbanaketan duen eragina eta bere atzerakoitasuna murriztuko dugu.

Elikagai eta alkoholik gabeko edari gehiago sartuko ditugu %4ko BEZ super-murriztua ezartzen zaienen produktuen multzoan (nolanahi ere, hortik at utziko ditugu osasun publikoaren aurkakotzat jo litezkeenak), eta %10eko BEZ murriztua ezarriko diegu oinarrizko hornigaiei (berokuntza, gasa eta elektrizitatea). Kontuan hartu behar da gaur egun %21eko BEZ ezartzen zaiela.

Gizarte interes handia duten produktuei BEZ txikiagoa jarriko diegu; adibidez, eskola produktuei eta kulturalei. Horrek esan nahi du Alderdi Popularrak (PP) egindako aldaketaren aurreko egoerara itzuliko garela.

Luxuzko artikuluei %25eko tasa berria ezarriko diegu, beste jaitsieren ondorioz izandako galerak berreskuratzeko.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/49.html
50	Democracia Económica	Benetako fiskalitate berde bat jartzea	"Benetako fiskalitate berde bat ezarriko dugu, energia iturri kutsatzaileak ez erabiltzea sustatzeko eta energia berriztagarriak eta energia efizientzia erabiltzea bultzatzeko. Halaber, gure ingurumen fiskalitatea (BPGren %1,6) Europar Batasunekoaren batez bestekora hurbilduko dugu (BPGren %2,4). Horretarako, honako urrats hauek eman beharko ditugu:

-  Hidrokarburoen eta ikatzaren gaineko zergak aldatuko ditugu, eta bereziki orain arteko zerga onurak aztertuko ditugu.

-  Energia berriztagarriak erabiltzen dituzten instalazioetan elektrizitatearen ekoizpena 100 kilowatt baino gutxiago bada, zergak ordaintzetik salbuetsita egoteko aukera aztertuko dugu.

-  Gasolioaren eta gasolinaren gaineko zerga tasak parekatuko ditugu.

-  Trakzio mekanikoko ibilgailuen gaineko zerga aldatuko dugu, eta ibilgailuek zenbat kutsatzen duten hartuko dugu aintzat.

Garraio azpiegitura jakin batzuk erabiltzeagatik tasak ezartzeko aukera aztertuko dugu.

Hiri batzuetan auto pilaketagatik zergak ezartzea aztertuko dugu, garraio publikoa sustatze aldera.

CO2 isurtzeko eskubideen gainean gutxieneko prezioa ezarriko dugu. 
"	http://lasonrisadeunpais.es/fb-share/programa/eu/50.html
51	Democracia Económica	Autonomia erkidegoetako ingurumen zergak koordinatu	"Autonomia erkidego bakoitzean ezartzen diren ingurumen zergak koordinatuko ditugu. Horretarako, ingurumen helbururik ez duten ekotasak berrikusiko ditugu, kanon eolikoa, kasu.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/51.html
52	Democracia Económica	Finantza elkarteei ohiz kanpoko “elkartasun-zerga” bat ezarri	"Ohiz kanpoko zerga bat, “elkartasun-zerga”, ezarriko diegu finantza erakunde pribatu batzuei, pixkanaka sektoreak erakunde publikoetatik jasotako dirutzak berreskuratzeko. Zerga ohiz kanpokoa izango da, etekinen gainekoa izango da, eta legealdi batean bakarrik ezarriko da.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/52.html
53	Democracia Económica	Finantza transakzioen gaineko zerga martxan jartzen hasi	"Finantza transakzioen gaineko zerga (FTZ) sortzeko araudia sortuko dugu, ahalik eta anbiziorik handienarekin, transakzio espekulatzaileenak kontrolatzeko, erregistratzeko eta murrizteko. Gure konpromisoa da Estatu espainiarra aitzindaria izatea 2012an Europar Batasuneko hamaika herrialdek adostutako hitzarmena ezartzen. Hitzarmenaren arabera, akzioen eta bonuen salerosketari %0,1eko tasa ezarri beharko zaie, eta produktu deribatuei %0,01ekoa. Zerga hori banketxeek, arrisku handiko funts kudeatzaileek eta beste finantza erakundeek ordaindu beharko dute.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/53.html
54	Democracia Económica	Lurralde finantzaketari buruzko hitzarmena	"Hurrengo legegintzaldian, lurralde finantzaketa berria hitzartzea bultzatuko dugu; betiere, Estatuaren izaera nazioanitza onartzen duen konstituzio aldaketa baten baitan. Horretarako, autonomia erkidegoen finantza sistemen ebaluazio prozesu bat egingo dugu, eta horren helburua izango da ados jartzea egin beharreko aldaketetan; betiere, ogasun federal baten baitan, autonomiarekin, lurraldeen arteko elkartasunarekin eta leialtasun instituzionalarekin lotutako printzipioak bete beharko dira. Udaletako eta probintzietako ogasunak finantzatzeko moduak aztertuko ditugu, herritarren beharrak asetzen dituztela ziurtatzeko.
"	http://lasonrisadeunpais.es/fb-share/programa/eu/54.html
55	Democracia Económica	Finantza-sistemaren araubidea hobetzea	"Banku minoristen eta inbertsio-bankuen erabateko bereizketa sustatuko dugu, Erresuma Batuan berriki onartu den Vickers Txostenaren eta Estatu Batuetarako Volcker Ruleren ildotik. Bereizketa horrek xede du inbertsio-bankuen jardun espekulatiboek banku minoristen kaudimena eta bideragarritasuna mehatxupean jartzeko arrisku morala ekiditea, bai eta gerora diru publikoren bidezko erreskaterik eskatzekoa ere. 

Diru-laguntza publikoa jaso duten finantza-erakunde guztien kontu-ikuskaritza independentea egingo dugu, banku-sistema pribatuak beregain hartu beharrekoa zehazteko. 

Banku-kontsumitzaileak babesteko estatu-erakunde publikoa eratuko dugu, eta hobetu egingo da kontsumitzaile horiekiko erakunde-babesa. 

Finantza-modu alternatiboak babestuko ditugu, esaterako kreditu-kooperatibak, banku etikoa edo crowdfundinga. 

Mugak jartzea proposatuko dugu diru-deposituen metaketari, bankuen tamainari eta banku-metaketari. Egungo krisi ekonomikoak banku-sistemaren metaketa areagotzea eragin du. Hainbat banku neurriz gain handitu dira eta ekonomiarentzat berarentzat arrisku sistemiko dira; horiek horrela, beharrezkoa da «porrot egiteko handiegi» izateari loturiko arrisku morala mugatzea. Hortaz, gordailuen, maileguen eta beste banku-adierazleren metaketari –azken buruan, bankuen tamainari berari– mugak jartzearen egokitasuna aztertuko dugu.

«Itzalpeko banka» deitzen den hori arautzeari ekingo diogu. Neurriak hartuko ditugu balantzetik kanpoko finantza-jardunak kontrolatu eta arautzeko Estatuko, eta Eurotaldeko kideei eurek ere berdin jokatu dezaten eskatuko diegu. Balantzetik kanpoko finantza-jardun horiek banku-araudia saihesteko aukera ematen dute, kredituen arriskua hirugarrenei besterentzen diete eta kontrolik gabeko palanka-efektu finantzarioa eragiten dute. Zentzu horretan, emango ditugu tituluekiko zein credit default swaps (CDS) direlakoen erregulazio publikoaren bidean. 
"	http://lasonrisadeunpais.es/fb-share/programa/eu/55.html
